company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
AXISBANK,2018-03,-1,-1,1,Growth Funded by Debt
AXISBANK,2019-03,1,-1,1,Cash Accumulator
AXISBANK,2020-03,1,-1,1,Cash Accumulator
AXISBANK,2021-03,1,-1,1,Cash Accumulator
AXISBANK,2022-03,1,-1,1,Cash Accumulator
AXISBANK,2023-03,1,-1,1,Cash Accumulator
AXISBANK,2024-03,-1,-1,1,Growth Funded by Debt
BAJAJ-AUTO,2013-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2014-03,1,-1,-1,Shareholder Returns
BAJAJ-AUTO,2015-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2016-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2017-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2018-03,1,-1,-1,Shareholder Returns
BAJAJ-AUTO,2019-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2020-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2021-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2022-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2023-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2024-03,1,-1,-1,Reinvestor
BAJAJFINSV,2013-03,-1,1,1,Distress Signal
BAJAJFINSV,2014-03,-1,1,1,Distress Signal
BAJAJFINSV,2015-03,-1,1,1,Distress Signal
BAJAJFINSV,2016-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2017-03,-1,1,1,Distress Signal
BAJAJFINSV,2018-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2019-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2020-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2021-03,1,-1,1,Cash Accumulator
BAJAJFINSV,2022-03,-1,1,1,Distress Signal
BAJAJFINSV,2023-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2024-03,-1,-1,1,Growth Funded by Debt
BAJAJHLDNG,2013-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2014-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2015-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2016-03,1,1,-1,Liquidating Assets
BAJAJHLDNG,2017-03,-1,-1,-1,Pre-Revenue
BAJAJHLDNG,2018-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2019-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2020-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2021-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2022-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2023-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2024-03,1,-1,-1,Reinvestor
BAJFINANCE,2015-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2016-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2017-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2018-03,-1,1,1,Distress Signal
BAJFINANCE,2019-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2020-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2021-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2022-03,-1,1,1,Distress Signal
BAJFINANCE,2023-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2024-03,-1,-1,1,Growth Funded by Debt
BANKBARODA,2013-03,1,-1,-1,Shareholder Returns
BANKBARODA,2014-03,1,-1,1,Cash Accumulator
BANKBARODA,2015-03,1,-1,-1,Shareholder Returns
BANKBARODA,2016-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2017-03,1,-1,-1,Shareholder Returns
BANKBARODA,2018-03,-1,-1,1,Growth Funded by Debt
BANKBARODA,2019-03,-1,-1,1,Growth Funded by Debt
BANKBARODA,2020-03,1,-1,1,Cash Accumulator
BANKBARODA,2021-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2022-03,1,-1,-1,Reinvestor
BANKBARODA,2023-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2024-03,-1,-1,1,Growth Funded by Debt
BEL,2013-03,-1,1,-1,Mixed
BEL,2014-03,-1,1,-1,Mixed
BEL,2015-03,1,-1,-1,Shareholder Returns
BEL,2016-03,1,-1,-1,Shareholder Returns
BEL,2017-03,-1,1,-1,Mixed
BEL,2018-03,-1,-1,-1,Pre-Revenue
BEL,2019-03,1,-1,-1,Reinvestor
BEL,2020-03,1,-1,-1,Shareholder Returns
BEL,2021-03,1,-1,-1,Shareholder Returns
BEL,2022-03,1,-1,-1,Shareholder Returns
BEL,2023-03,1,1,-1,Liquidating Assets
BEL,2024-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2013-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2014-03,1,-1,1,Cash Accumulator
BHARTIARTL,2015-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2016-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2017-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2018-03,1,-1,1,Cash Accumulator
BHARTIARTL,2019-03,1,-1,1,Cash Accumulator
BHARTIARTL,2020-03,1,-1,1,Cash Accumulator
BHARTIARTL,2021-03,1,-1,-1,Reinvestor
BHARTIARTL,2022-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2023-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2024-03,1,-1,-1,Shareholder Returns
BHEL,2013-03,1,-1,1,Cash Accumulator
BHEL,2014-03,1,-1,1,Cash Accumulator
BHEL,2015-03,1,1,-1,Liquidating Assets
BHEL,2016-03,1,1,-1,Liquidating Assets
BHEL,2017-03,1,-1,-1,Shareholder Returns
BHEL,2018-03,1,1,-1,Liquidating Assets
BHEL,2019-03,-1,1,-1,Mixed
BHEL,2020-03,-1,1,1,Distress Signal
BHEL,2021-03,1,-1,-1,Reinvestor
BHEL,2022-03,1,-1,-1,Shareholder Returns
BHEL,2023-03,-1,1,1,Distress Signal
BHEL,2024-03,-1,1,1,Distress Signal
BOSCHLTD,2012-12,1,-1,-1,Reinvestor
BOSCHLTD,2013-12,1,-1,-1,Shareholder Returns
BOSCHLTD,2015-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2016-03,1,-1,-1,Reinvestor
BOSCHLTD,2017-03,1,1,-1,Liquidating Assets
BOSCHLTD,2018-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2019-03,1,1,-1,Liquidating Assets
BOSCHLTD,2020-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2021-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2022-03,1,-1,-1,Reinvestor
BOSCHLTD,2023-03,1,1,-1,Liquidating Assets
BOSCHLTD,2024-03,1,1,-1,Liquidating Assets
BPCL,2013-03,1,-1,-1,Shareholder Returns
BPCL,2014-03,1,-1,-1,Shareholder Returns
BPCL,2015-03,1,-1,-1,Shareholder Returns
BPCL,2016-03,1,-1,-1,Shareholder Returns
BPCL,2017-03,1,-1,1,Cash Accumulator
BPCL,2018-03,1,-1,-1,Shareholder Returns
BPCL,2019-03,1,-1,1,Cash Accumulator
BPCL,2020-03,1,-1,1,Cash Accumulator
BPCL,2021-03,1,-1,-1,Shareholder Returns
BPCL,2022-03,1,-1,-1,Shareholder Returns
BPCL,2023-03,1,-1,-1,Shareholder Returns
BPCL,2024-03,1,-1,-1,Shareholder Returns
BRITANNIA,2013-03,1,1,-1,Liquidating Assets
BRITANNIA,2014-03,1,-1,-1,Shareholder Returns
BRITANNIA,2015-03,1,-1,-1,Reinvestor
BRITANNIA,2016-03,1,-1,-1,Shareholder Returns
BRITANNIA,2017-03,1,-1,-1,Reinvestor
BRITANNIA,2018-03,1,-1,-1,Shareholder Returns
BRITANNIA,2019-03,1,-1,-1,Shareholder Returns
BRITANNIA,2020-03,1,-1,1,Cash Accumulator
BRITANNIA,2021-03,1,1,-1,Liquidating Assets
BRITANNIA,2022-03,1,1,-1,Liquidating Assets
BRITANNIA,2023-03,1,-1,-1,Shareholder Returns
BRITANNIA,2024-03,1,1,-1,Liquidating Assets
CANBK,2013-03,1,-1,-1,Shareholder Returns
CANBK,2014-03,1,-1,-1,Shareholder Returns
CANBK,2015-03,1,-1,-1,Shareholder Returns
CANBK,2016-03,1,-1,-1,Reinvestor
CANBK,2017-03,1,-1,1,Cash Accumulator
CANBK,2018-03,-1,-1,1,Growth Funded by Debt
CANBK,2019-03,1,-1,-1,Shareholder Returns
CANBK,2020-03,-1,-1,1,Growth Funded by Debt
CANBK,2021-03,1,-1,1,Cash Accumulator
CANBK,2022-03,1,-1,1,Cash Accumulator
CANBK,2023-03,-1,-1,1,Growth Funded by Debt
CANBK,2024-03,1,-1,-1,Reinvestor
CHOLAFIN,2013-03,-1,1,1,Distress Signal
CHOLAFIN,2014-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2015-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2016-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2017-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2018-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2019-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2020-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2021-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2022-03,-1,1,1,Distress Signal
CHOLAFIN,2023-03,-1,-1,1,Growth Funded by Debt
CHOLAFIN,2024-03,-1,-1,1,Growth Funded by Debt
CIPLA,2013-03,1,-1,1,Cash Accumulator
CIPLA,2014-03,1,-1,-1,Shareholder Returns
CIPLA,2015-03,1,-1,1,Cash Accumulator
CIPLA,2016-03,1,-1,1,Cash Accumulator
CIPLA,2017-03,1,-1,-1,Shareholder Returns
CIPLA,2018-03,1,-1,-1,Shareholder Returns
CIPLA,2019-03,1,-1,-1,Shareholder Returns
CIPLA,2020-03,1,1,-1,Liquidating Assets
CIPLA,2021-03,1,-1,-1,Shareholder Returns
CIPLA,2022-03,1,-1,-1,Shareholder Returns
CIPLA,2023-03,1,-1,-1,Shareholder Returns
CIPLA,2024-03,1,-1,-1,Reinvestor
COALINDIA,2013-03,1,-1,-1,Reinvestor
COALINDIA,2014-03,1,1,-1,Liquidating Assets
COALINDIA,2015-03,1,1,-1,Liquidating Assets
COALINDIA,2016-03,1,1,-1,Liquidating Assets
COALINDIA,2017-03,1,1,-1,Liquidating Assets
COALINDIA,2018-03,1,-1,-1,Shareholder Returns
COALINDIA,2019-03,1,-1,-1,Reinvestor
COALINDIA,2020-03,1,1,-1,Liquidating Assets
COALINDIA,2021-03,1,1,-1,Liquidating Assets
COALINDIA,2022-03,1,-1,-1,Shareholder Returns
COALINDIA,2023-03,1,-1,-1,Shareholder Returns
COALINDIA,2024-03,1,-1,-1,Reinvestor
DABUR,2013-03,1,-1,-1,Shareholder Returns
DABUR,2014-03,1,-1,-1,Shareholder Returns
DABUR,2015-03,1,-1,-1,Reinvestor
DABUR,2016-03,1,-1,-1,Reinvestor
DABUR,2017-03,1,-1,-1,Reinvestor
DABUR,2018-03,1,-1,-1,Reinvestor
DABUR,2019-03,1,1,-1,Liquidating Assets
DABUR,2020-03,1,-1,-1,Shareholder Returns
DABUR,2021-03,1,-1,-1,Shareholder Returns
DABUR,2022-03,1,-1,-1,Shareholder Returns
DABUR,2023-03,1,-1,-1,Reinvestor
DABUR,2024-03,1,-1,-1,Shareholder Returns
DIVISLAB,2013-03,1,-1,-1,Reinvestor
DIVISLAB,2014-03,1,-1,-1,Reinvestor
DIVISLAB,2015-03,1,-1,-1,Reinvestor
DIVISLAB,2016-03,1,-1,-1,Reinvestor
DIVISLAB,2017-03,1,-1,1,Cash Accumulator
DIVISLAB,2018-03,1,-1,-1,Reinvestor
DIVISLAB,2019-03,1,-1,-1,Reinvestor
DIVISLAB,2020-03,1,-1,-1,Reinvestor
DIVISLAB,2021-03,1,1,-1,Liquidating Assets
DIVISLAB,2022-03,1,-1,-1,Reinvestor
DIVISLAB,2023-03,1,-1,-1,Shareholder Returns
DIVISLAB,2024-03,1,-1,-1,Reinvestor
DLF,2013-03,1,1,-1,Liquidating Assets
DLF,2014-03,1,1,-1,Liquidating Assets
DLF,2015-03,1,1,-1,Liquidating Assets
DLF,2016-03,1,-1,-1,Shareholder Returns
DLF,2017-03,-1,1,1,Distress Signal
DLF,2018-03,1,-1,-1,Reinvestor
DLF,2019-03,1,1,1,Cash Accumulator
DLF,2020-03,1,1,-1,Liquidating Assets
DLF,2021-03,1,1,-1,Liquidating Assets
DLF,2022-03,1,1,-1,Liquidating Assets
DLF,2023-03,1,-1,-1,Shareholder Returns
DLF,2024-03,1,-1,1,Cash Accumulator
DMART,2013-03,1,-1,1,Cash Accumulator
DMART,2014-03,1,-1,1,Cash Accumulator
DMART,2015-03,1,-1,1,Cash Accumulator
DMART,2016-03,1,-1,1,Cash Accumulator
DMART,2017-03,1,-1,1,Cash Accumulator
DMART,2018-03,1,1,-1,Liquidating Assets
DMART,2019-03,1,-1,1,Cash Accumulator
DMART,2020-03,1,-1,1,Cash Accumulator
DMART,2021-03,1,-1,-1,Shareholder Returns
DMART,2022-03,1,-1,-1,Reinvestor
DMART,2023-03,1,-1,-1,Shareholder Returns
DMART,2024-03,1,-1,-1,Shareholder Returns
DRREDDY,2013-03,1,-1,-1,Reinvestor
DRREDDY,2014-03,1,-1,-1,Shareholder Returns
DRREDDY,2015-03,1,-1,-1,Shareholder Returns
DRREDDY,2016-03,1,-1,-1,Shareholder Returns
DRREDDY,2017-03,1,-1,-1,Shareholder Returns
DRREDDY,2018-03,1,-1,-1,Shareholder Returns
DRREDDY,2019-03,1,-1,-1,Shareholder Returns
DRREDDY,2020-03,1,-1,-1,Shareholder Returns
DRREDDY,2021-03,1,-1,-1,Shareholder Returns
DRREDDY,2022-03,1,-1,-1,Shareholder Returns
DRREDDY,2023-03,1,-1,-1,Shareholder Returns
DRREDDY,2024-03,1,-1,-1,Reinvestor
EICHERMOT,2012-12,1,-1,-1,Shareholder Returns
EICHERMOT,2013-12,1,-1,-1,Shareholder Returns
EICHERMOT,2014-12,1,-1,-1,Shareholder Returns
EICHERMOT,2016-03,1,-1,-1,Shareholder Returns
EICHERMOT,2017-03,1,-1,1,Cash Accumulator
EICHERMOT,2018-03,1,-1,-1,Shareholder Returns
EICHERMOT,2019-03,1,-1,-1,Reinvestor
EICHERMOT,2020-03,1,-1,-1,Reinvestor
EICHERMOT,2021-03,1,-1,-1,Shareholder Returns
EICHERMOT,2022-03,1,-1,-1,Reinvestor
EICHERMOT,2023-03,1,-1,-1,Reinvestor
EICHERMOT,2024-03,1,-1,-1,Reinvestor
GAIL,2013-03,1,-1,1,Cash Accumulator
GAIL,2014-03,1,-1,-1,Reinvestor
GAIL,2015-03,1,-1,-1,Shareholder Returns
GAIL,2016-03,1,-1,-1,Shareholder Returns
GAIL,2017-03,1,-1,-1,Shareholder Returns
GAIL,2018-03,1,-1,-1,Shareholder Returns
GAIL,2019-03,1,-1,-1,Shareholder Returns
GAIL,2020-03,1,-1,1,Cash Accumulator
GAIL,2021-03,1,-1,-1,Shareholder Returns
GAIL,2022-03,1,-1,-1,Reinvestor
GAIL,2023-03,1,-1,1,Cash Accumulator
GAIL,2024-03,1,-1,-1,Shareholder Returns
GODREJCP,2013-03,1,-1,1,Cash Accumulator
GODREJCP,2014-03,1,-1,-1,Shareholder Returns
GODREJCP,2015-03,1,-1,-1,Shareholder Returns
GODREJCP,2016-03,1,-1,-1,Shareholder Returns
GODREJCP,2017-03,1,-1,1,Cash Accumulator
GODREJCP,2018-03,1,-1,-1,Shareholder Returns
GODREJCP,2019-03,1,1,-1,Liquidating Assets
GODREJCP,2020-03,1,-1,-1,Shareholder Returns
GODREJCP,2021-03,1,-1,-1,Shareholder Returns
GODREJCP,2022-03,1,-1,-1,Reinvestor
GODREJCP,2023-03,1,-1,-1,Shareholder Returns
GODREJCP,2024-03,1,-1,1,Cash Accumulator
GRASIM,2013-03,1,-1,1,Cash Accumulator
GRASIM,2014-03,1,-1,-1,Shareholder Returns
GRASIM,2015-03,1,-1,-1,Shareholder Returns
GRASIM,2016-03,1,-1,-1,Shareholder Returns
GRASIM,2017-03,1,-1,-1,Shareholder Returns
GRASIM,2018-03,-1,1,1,Distress Signal
GRASIM,2019-03,-1,-1,1,Growth Funded by Debt
GRASIM,2020-03,1,-1,-1,Shareholder Returns
GRASIM,2021-03,1,-1,-1,Shareholder Returns
GRASIM,2022-03,1,-1,-1,Reinvestor
GRASIM,2023-03,-1,-1,1,Growth Funded by Debt
GRASIM,2024-03,-1,-1,1,Growth Funded by Debt
HAL,2013-03,-1,-1,-1,Pre-Revenue
HAL,2014-03,-1,-1,-1,Pre-Revenue
HAL,2015-03,-1,-1,-1,Pre-Revenue
HAL,2016-03,-1,-1,-1,Pre-Revenue
HAL,2017-03,-1,1,-1,Mixed
HAL,2018-03,-1,1,-1,Mixed
HAL,2019-03,-1,1,1,Distress Signal
HAL,2020-03,1,-1,1,Cash Accumulator
HAL,2021-03,1,-1,-1,Shareholder Returns
HAL,2022-03,1,-1,-1,Shareholder Returns
HAL,2023-03,1,-1,-1,Shareholder Returns
HAL,2024-03,1,-1,-1,Shareholder Returns
HAVELLS,2013-03,1,-1,-1,Shareholder Returns
HAVELLS,2014-03,1,-1,-1,Shareholder Returns
HAVELLS,2015-03,1,-1,-1,Shareholder Returns
HAVELLS,2016-03,1,-1,-1,Reinvestor
HAVELLS,2017-03,1,-1,-1,Shareholder Returns
HAVELLS,2018-03,1,-1,-1,Shareholder Returns
HAVELLS,2019-03,1,1,-1,Liquidating Assets
HAVELLS,2020-03,1,-1,-1,Shareholder Returns
HAVELLS,2021-03,1,-1,1,Cash Accumulator
HAVELLS,2022-03,1,-1,-1,Shareholder Returns
HAVELLS,2023-03,1,1,-1,Liquidating Assets
HAVELLS,2024-03,1,-1,-1,Shareholder Returns
HCLTECH,2013-06,1,-1,-1,Shareholder Returns
HCLTECH,2014-06,1,-1,-1,Reinvestor
HCLTECH,2015-06,1,-1,-1,Reinvestor
HCLTECH,2017-03,1,-1,-1,Shareholder Returns
HCLTECH,2018-03,1,-1,-1,Reinvestor
HCLTECH,2019-03,1,-1,-1,Reinvestor
HCLTECH,2020-03,1,-1,-1,Shareholder Returns
HCLTECH,2021-03,1,-1,-1,Shareholder Returns
HCLTECH,2022-03,1,1,-1,Liquidating Assets
HCLTECH,2023-03,1,-1,-1,Shareholder Returns
HCLTECH,2024-03,1,-1,-1,Shareholder Returns
HDFCBANK,2013-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2014-03,1,-1,1,Cash Accumulator
HDFCBANK,2015-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2016-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2017-03,1,-1,-1,Shareholder Returns
HDFCBANK,2018-03,1,-1,1,Cash Accumulator
HDFCBANK,2019-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2020-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2021-03,1,-1,-1,Shareholder Returns
HDFCBANK,2022-03,-1,-1,1,Growth Funded by Debt
HDFCBANK,2023-03,1,-1,1,Cash Accumulator
HDFCBANK,2024-03,1,1,-1,Liquidating Assets
HDFCLIFE,2013-03,-1,-1,-1,Pre-Revenue
HDFCLIFE,2014-03,-1,-1,-1,Pre-Revenue
HDFCLIFE,2015-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2016-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2017-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2018-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2019-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2020-03,1,-1,1,Cash Accumulator
HDFCLIFE,2021-03,1,-1,1,Cash Accumulator
HDFCLIFE,2022-03,1,-1,-1,Shareholder Returns
HDFCLIFE,2023-03,1,-1,1,Cash Accumulator
HDFCLIFE,2024-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2014-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2015-03,1,1,-1,Liquidating Assets
HEROMOTOCO,2016-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2017-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2018-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2019-03,1,1,-1,Liquidating Assets
HEROMOTOCO,2020-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2021-03,1,-1,-1,Shareholder Returns
HEROMOTOCO,2022-03,1,-1,-1,Reinvestor
HEROMOTOCO,2023-03,1,-1,-1,Reinvestor
HEROMOTOCO,2024-03,1,-1,-1,Shareholder Returns
HINDALCO,2013-03,1,-1,1,Cash Accumulator
HINDALCO,2014-03,1,-1,1,Cash Accumulator
HINDALCO,2015-03,1,-1,-1,Shareholder Returns
HINDALCO,2016-03,1,-1,-1,Reinvestor
HINDALCO,2017-03,1,-1,-1,Shareholder Returns
HINDALCO,2018-03,1,1,-1,Liquidating Assets
